query_name,parent_smiles,inchi_key,inchikey_block,cardiotox_label,DICT_Concern,pert_id,sig_ids,match_method
FENOLDOPAM MESYLATE,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,TVURRHSHRRELCG-UHFFFAOYSA-N,TVURRHSHRRELCG,1,less,BRD-A50684349,['REP.A008_HA1E_24H:E19'],inchikey
ATRACURIUM BESYLATE,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,YXSLJKQTIDHPOT-UHFFFAOYSA-N,YXSLJKQTIDHPOT,1,less,BRD-K17498618,['REP.A002_HA1E_24H:J19'],inchikey
tedizolid phosphate,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,QCGUSIANLFXSGE-GFCCVEGCSA-N,QCGUSIANLFXSGE,1,less,BRD-K59436580,['REP.A015_HA1E_24H:L19'],name_stripped
METOPROLOL TARTRATE,COCCc1ccc(OCC(O)CNC(C)C)cc1,IUBSYMUCCVWXPE-UHFFFAOYSA-N,IUBSYMUCCVWXPE,1,most,BRD-A03623303,['REP.A011_HA1E_24H:A13'],inchikey
DOLASETRON MESYLATE,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,UKTAZPQNNNJVKR-KJGYPYNMSA-N,UKTAZPQNNNJVKR,1,most,BRD-K34008116,['REP.A008_HA1E_24H:E07'],inchikey
AMINOSALICYLIC ACID,Nc1ccc(C(=O)O)c(O)c1,WUBBRNOQWQTFEX-UHFFFAOYSA-N,WUBBRNOQWQTFEX,1,less,BRD-K80267133,['REP.A021_HA1E_24H:B07'],inchikey
FLUVOXAMINE MALEATE,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,CJOFXWAVKWHTFT-XSFVSMFZSA-N,CJOFXWAVKWHTFT,1,less,BRD-K53517854,['REP.A016_HA1E_24H:H13'],inchikey
AMLODIPINE BESYLATE,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,HTIQEAQVCYTUBX-UHFFFAOYSA-N,HTIQEAQVCYTUBX,1,most,BRD-A22032524,['REP.A004_HA1E_24H:H07'],inchikey
rucaparib camsylate,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,HMABYWSNWIZPAG-UHFFFAOYSA-N,HMABYWSNWIZPAG,1,less,BRD-K88560311,['LJP008_HA1E_24H:K19'],inchikey
SAFINAMIDE MESYLATE,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,NEMGRZFTLSKBAP-LBPRGKRZSA-N,NEMGRZFTLSKBAP,1,less,BRD-K92613113,['REP.A028_HA1E_24H:B19'],inchikey
PAROXETINE MESYLATE,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,AHOUBRCZNHFOSL,1,less,BRD-K37991163,['REP.A013_HA1E_24H:D13'],inchikey
LOMITAPIDE MESYLATE,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,MBBCVAKAJPKAKM-UHFFFAOYSA-N,MBBCVAKAJPKAKM,1,less,BRD-K92213669,['REP.A025_HA1E_24H:C13'],inchikey
Pentobarbital Sodium,CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O,WEXRUCMBJFQVBZ-UHFFFAOYSA-M,WEXRUCMBJFQVBZ,1,less,BRD-A44448661,['REP.A007_HA1E_24H:D19'],inchikey
ZIPRASIDONE MESYLATE,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,MVWVFYHBGMAFLY-UHFFFAOYSA-N,MVWVFYHBGMAFLY,1,less,BRD-K29582115,['REP.A001_HA1E_24H:M01'],inchikey
PRIMAQUINE PHOSPHATE,COc1cc(NC(C)CCCN)c2ncccc2c1,INDBQLZJXZLFIT-UHFFFAOYSA-N,INDBQLZJXZLFIT,1,less,BRD-A55913614,['REP.A015_HA1E_24H:A19'],inchikey
Orphenadrine Citrate,Cc1ccccc1C(OCCN(C)C)c1ccccc1,QVYRGXJJSLMXQH-UHFFFAOYSA-N,QVYRGXJJSLMXQH,1,less,BRD-A53576514,['REP.A016_HA1E_24H:H19'],inchikey
COBIMETINIB FUMARATE,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,BSMCAPRUBJMWDF-KRWDZBQOSA-N,BSMCAPRUBJMWDF,1,most,BRD-K03390685,['REP.A012_HA1E_24H:O19'],inchikey
PERINDOPRIL ERBUMINE,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,IPVQLZZIHOAWMC-QXKUPLGCSA-N,IPVQLZZIHOAWMC,1,less,BRD-K92731339,['REP.A008_HA1E_24H:J19'],inchikey
BALSALAZIDE DISODIUM,O=C([O-])CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)[O-])c2)cc1,IPOKCKJONYRRHP-FMQUCBEESA-L,IPOKCKJONYRRHP,1,less,BRD-K41410256,['REP.A013_HA1E_24H:J07'],inchikey
TRIMIPRAMINE MALEATE,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,ZSCDBOWYZJWBIY-UHFFFAOYSA-N,ZSCDBOWYZJWBIY,1,less,BRD-A19195498,['REP.A004_HA1E_24H:A19'],inchikey
MECLOFENAMATE SODIUM,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl,SBDNJUWAMKYJOX-UHFFFAOYSA-M,SBDNJUWAMKYJOX,1,most,BRD-K50398167,['REP.A019_HA1E_24H:P01'],inchikey
VARENICLINE TARTRATE,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,JQSHBVHOMNKWFT-DTORHVGOSA-N,JQSHBVHOMNKWFT,1,less,BRD-A86216746,['REP.A020_HA1E_24H:I07'],inchikey
darunavir ethanolate,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,CJBJHOAVZSMMDJ,0,no,BRD-K84986517,['REP.A020_HA1E_24H:D13'],inchikey
RIZATRIPTAN BENZOATE,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,ULFRLSNUDGIQQP-UHFFFAOYSA-N,ULFRLSNUDGIQQP,1,most,BRD-K75699339,['REP.A024_HA1E_24H:G01'],inchikey
LAPATINIB DITOSYLATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,BCFGMOOMADDAQU-UHFFFAOYSA-N,BCFGMOOMADDAQU,1,most,BRD-K19687926,"['LJP006_HA1E_24H:M19', 'REP.A004_HA1E_24H:D07']",inchikey
UMECLIDINIUM BROMIDE,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,FVTWTVQXNAJTQP-UHFFFAOYSA-N,FVTWTVQXNAJTQP,1,less,BRD-K46692793,['REP.A019_HA1E_24H:F19'],inchikey
RALTEGRAVIR POTASSIUM,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1,CZFFBEXEKNGXKS-UHFFFAOYSA-M,CZFFBEXEKNGXKS,0,no,BRD-K05658747,['REP.A012_HA1E_24H:N19'],inchikey
BOSUTINIB MONOHYDRATE,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,UBPYILGKFZZVDX-UHFFFAOYSA-N,UBPYILGKFZZVDX,1,most,BRD-K99964838,"['LJP007_HA1E_24H:D19', 'REP.A002_HA1E_24H:N19']",inchikey
ERYTHROMYCIN STEARATE,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,ULGZDMOVFRHVEP-RWJQBGPGSA-N,ULGZDMOVFRHVEP,1,most,BRD-K63550407,['REP.A017_HA1E_24H:G07'],inchikey
pimavanserin tartrate,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,RKEWSXXUOLRFBX-UHFFFAOYSA-N,RKEWSXXUOLRFBX,1,most,BRD-K83405785,['REP.A020_HA1E_24H:A19'],inchikey
Clindamycin Phosphate,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,UFUVLHLTWXBHGZ-MGZQPHGTSA-N,UFUVLHLTWXBHGZ,1,less,BRD-A52252998,['REP.A016_HA1E_24H:F01'],name_stripped
FLUDARABINE PHOSPHATE,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,GIUYCYHIANZCFB-FJFJXFQQSA-N,GIUYCYHIANZCFB,1,less,BRD-K71106091,['REP.A023_HA1E_24H:K19'],inchikey
ESMOLOL HYDROCHLORIDE,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,AQNDDEOPVVGCPG-UHFFFAOYSA-N,AQNDDEOPVVGCPG,1,most,BRD-A07395371,['REP.A011_HA1E_24H:M13'],inchikey
SITAGLIPTIN PHOSPHATE,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,MFFMDFFZMYYVKS-SECBINFHSA-N,MFFMDFFZMYYVKS,1,most,BRD-K19416115,['REP.A006_HA1E_24H:D01'],inchikey
Phentolamine Mesylate,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,MRBDMNSDAVCSSF-UHFFFAOYSA-N,MRBDMNSDAVCSSF,1,most,BRD-K90333595,['REP.A025_HA1E_24H:E19'],inchikey
DOXEPIN HYDROCHLORIDE,CN(C)CCC=C1c2ccccc2COc2ccccc21,ODQWQRRAPPTVAG-UHFFFAOYSA-N,ODQWQRRAPPTVAG,1,less,BRD-K37694030,['REP.A014_HA1E_24H:N01'],inchikey
SOLIFENACIN SUCCINATE,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,FBOUYBDGKBSUES-VXKWHMMOSA-N,FBOUYBDGKBSUES,1,less,BRD-K24723746,['REP.A004_HA1E_24H:L01'],inchikey
SODIUM PHENYLBUTYRATE,O=C([O-])CCCc1ccccc1,OBKXEAXTFZPCHS-UHFFFAOYSA-M,OBKXEAXTFZPCHS,1,less,BRD-K67102207,['REP.A023_HA1E_24H:B13'],inchikey
SUMATRIPTAN SUCCINATE,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,KQKPFRSPSRPDEB-UHFFFAOYSA-N,KQKPFRSPSRPDEB,1,most,BRD-K50938287,['REP.A017_HA1E_24H:A19'],inchikey
GEMIFLOXACIN MESYLATE,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,ZRCVYEYHRGVLOC-HYARGMPZSA-N,ZRCVYEYHRGVLOC,1,most,BRD-A40787240,['REP.A013_HA1E_24H:H19'],inchikey
MYCOPHENOLATE MOFETIL,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,RTGDFNSFWBGLEC-SYZQJQIISA-N,RTGDFNSFWBGLEC,1,less,BRD-K92428153,['REP.A028_HA1E_24H:A07'],inchikey
cabozantinib s-malate,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,ONIQOQHATWINJY-UHFFFAOYSA-N,ONIQOQHATWINJY,1,less,BRD-K51544265,"['LJP007_HA1E_24H:D07', 'REP.A016_HA1E_24H:C01']",inchikey
CHLOROQUINE PHOSPHATE,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,WHTVZRBIWZFKQO-UHFFFAOYSA-N,WHTVZRBIWZFKQO,1,most,BRD-A91699651,['REP.A026_HA1E_24H:L01'],inchikey
ROSIGLITAZONE MALEATE,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,YASAKCUCGLMORW-UHFFFAOYSA-N,YASAKCUCGLMORW,1,most,BRD-A97437073,['REP.A028_HA1E_24H:P07'],inchikey
KETOROLAC TROMETHAMINE,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,OZWKMVRBQXNZKK-UHFFFAOYSA-N,OZWKMVRBQXNZKK,1,most,BRD-A40639672,['REP.A013_HA1E_24H:H07'],inchikey
DOXAPRAM HYDROCHLORIDE,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,XFDJYSQDBULQSI-UHFFFAOYSA-N,XFDJYSQDBULQSI,1,most,BRD-A46179541,['REP.A019_HA1E_24H:F01'],inchikey
PRAZOSIN HYDROCHLORIDE,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,IENZQIKPVFGBNW-UHFFFAOYSA-N,IENZQIKPVFGBNW,1,less,BRD-K49111258,['REP.A017_HA1E_24H:D19'],inchikey
trovafloxacin mesylate,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,WVPSKSLAZQPAKQ-CDMJZVDBSA-N,WVPSKSLAZQPAKQ,1,most,BRD-K00494077,['REP.A012_HA1E_24H:C01'],inchikey
PYRIDOSTIGMINE BROMIDE,CN(C)C(=O)Oc1ccc[n+](C)c1,RVOLLAQWKVFTGE-UHFFFAOYSA-N,RVOLLAQWKVFTGE,0,no,BRD-K69688083,['REP.A008_HA1E_24H:H01'],inchikey
DISOPYRAMIDE PHOSPHATE,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,UVTNFZQICZKOEM-UHFFFAOYSA-N,UVTNFZQICZKOEM,1,most,BRD-A29734509,['REP.A001_HA1E_24H:M19'],inchikey
BROMOCRIPTINE MESYLATE,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,OZVBMTJYIDMWIL-AYFBDAFISA-N,OZVBMTJYIDMWIL,1,most,BRD-A80151636,['REP.A020_HA1E_24H:H07'],inchikey
ISOSORBIDE MONONITRATE,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,YWXYYJSYQOXTPL-SLPGGIOYSA-N,YWXYYJSYQOXTPL,1,less,BRD-K82225283,['REP.A021_HA1E_24H:F01'],inchikey
DOPAMINE HYDROCHLORIDE,NCCc1ccc(O)c(O)c1,VYFYYTLLBUKUHU-UHFFFAOYSA-N,VYFYYTLLBUKUHU,1,most,BRD-K43887077,['REP.A013_HA1E_24H:O07'],inchikey
CEFEPIME HYDROCHLORIDE,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,HVFLCNVBZFFHBT-ZKDACBOMSA-O,HVFLCNVBZFFHBT,0,no,BRD-A12077521,['REP.A010_HA1E_24H:A13'],inchikey
TRAMADOL HYDROCHLORIDE,COc1cccc(C2(O)CCCCC2CN(C)C)c1,TVYLLZQTGLZFBW-UHFFFAOYSA-N,TVYLLZQTGLZFBW,1,less,BRD-K51033547,['REP.A007_HA1E_24H:P13'],inchikey
BUPROPION HYDROBROMIDE,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,SNPPWIUOZRMYNY-UHFFFAOYSA-N,SNPPWIUOZRMYNY,1,less,BRD-A05186015,['REP.A011_HA1E_24H:F01'],inchikey
METFORMIN HYDROCHLORIDE,CN(C)C(=N)NC(=N)N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,XZWYZXLIPXDOLR,1,most,BRD-K79602928,['REP.A024_HA1E_24H:P13'],inchikey
REGORAFENIB MONOHYDRATE,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,FNHKPVJBJVTLMP-UHFFFAOYSA-N,FNHKPVJBJVTLMP,1,most,BRD-K16730910,"['LJP009_HA1E_24H:N07', 'REP.A002_HA1E_24H:F19']",inchikey
FLAVOXATE HYDROCHLORIDE,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,SPIUTQOUKAMGCX-UHFFFAOYSA-N,SPIUTQOUKAMGCX,1,less,BRD-K47639036,['REP.A019_HA1E_24H:H13'],inchikey
AMILORIDE HYDROCHLORIDE,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,XSDQTOBWRPYKKA-UHFFFAOYSA-N,XSDQTOBWRPYKKA,1,less,BRD-K97181089,['REP.A027_HA1E_24H:I07'],inchikey
DONEPEZIL HYDROCHLORIDE,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,ADEBPBSSDYVVLD-UHFFFAOYSA-N,ADEBPBSSDYVVLD,1,less,BRD-A49160188,['REP.A019_HA1E_24H:L07'],inchikey
MOLINDONE HYDROCHLORIDE,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,KLPWJLBORRMFGK-UHFFFAOYSA-N,KLPWJLBORRMFGK,1,less,BRD-A65280694,['REP.A017_HA1E_24H:P07'],inchikey
TRAZODONE HYDROCHLORIDE,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,PHLBKPHSAVXXEF-UHFFFAOYSA-N,PHLBKPHSAVXXEF,1,most,BRD-K70778732,['REP.A022_HA1E_24H:G07'],inchikey
FOSFOMYCIN TROMETHAMINE,C[C@@H]1O[C@@H]1P(=O)(O)O,YMDXZJFXQJVXBF-STHAYSLISA-N,YMDXZJFXQJVXBF,0,no,BRD-K48461310,['REP.A019_HA1E_24H:I19'],inchikey
TRIENTINE HYDROCHLORIDE,NCCNCCNCCN,VILCJCGEZXAXTO-UHFFFAOYSA-N,VILCJCGEZXAXTO,0,no,BRD-K37111771,['REP.A007_HA1E_24H:E01'],inchikey
ALECTINIB HYDROCHLORIDE,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,KDGFLJKFZUIJMX-UHFFFAOYSA-N,KDGFLJKFZUIJMX,1,less,BRD-K11267252,"['LJP009_HA1E_24H:I19', 'REP.A005_HA1E_24H:P07']",inchikey
TIAGABINE HYDROCHLORIDE,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,PBJUNZJWGZTSKL-MRXNPFEDSA-N,PBJUNZJWGZTSKL,1,less,BRD-K60160658,['REP.A015_HA1E_24H:N13'],inchikey
NEBIVOLOL HYDROCHLORIDE,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,KOHIRBRYDXPAMZ-UHFFFAOYSA-N,KOHIRBRYDXPAMZ,1,less,BRD-K04956647,['REP.A011_HA1E_24H:D13'],inchikey
MECLIZINE HYDROCHLORIDE,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,OCJYIGYOJCODJL-UHFFFAOYSA-N,OCJYIGYOJCODJL,0,no,BRD-A50311610,['REP.A017_HA1E_24H:E01'],inchikey
TRANYLCYPROMINE SULFATE,N[C@@H]1C[C@H]1c1ccccc1,AELCINSCMGFISI-DTWKUNHWSA-N,AELCINSCMGFISI,1,less,BRD-K47029922,['LJP008_HA1E_24H:N07'],inchikey
TIROFIBAN HYDROCHLORIDE,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,COKMIXFXJJXBQG-NRFANRHFSA-N,COKMIXFXJJXBQG,1,less,BRD-K37872686,['REP.A013_HA1E_24H:C07'],inchikey
ponatinib hydrochloride,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,PHXJVRSECIGDHY-UHFFFAOYSA-N,PHXJVRSECIGDHY,1,most,BRD-K44227013,['LJP009_HA1E_24H:E19'],inchikey
MIDODRINE HYDROCHLORIDE,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,PTKSEFOSCHHMPD-UHFFFAOYSA-N,PTKSEFOSCHHMPD,1,most,BRD-A79981887,['REP.A025_HA1E_24H:O07'],inchikey
DILTIAZEM HYDROCHLORIDE,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,HSUGRBWQSSZJOP-RTWAWAEBSA-N,HSUGRBWQSSZJOP,1,most,BRD-A69636825,['REP.A022_HA1E_24H:F13'],inchikey
tivozanib hydrochloride,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,SPMVMDHWKHCIDT-UHFFFAOYSA-N,SPMVMDHWKHCIDT,1,most,BRD-K53414658,"['LJP007_HA1E_24H:C01', 'REP.A016_HA1E_24H:H07']",inchikey
Tepotinib Hydrochloride,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,AHYMHWXQRWRBKT-UHFFFAOYSA-N,AHYMHWXQRWRBKT,0,no,BRD-K97963946,['REP.A027_HA1E_24H:P07'],inchikey
VERAPAMIL HYDROCHLORIDE,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N,SGTNSNPWRIOYBX,1,most,BRD-A09533288,['REP.A005_HA1E_24H:J01'],inchikey
PENTAMIDINE ISETHIONATE,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,XDRYMKDFEDOLFX-UHFFFAOYSA-N,XDRYMKDFEDOLFX,1,less,BRD-K13183738,['REP.A010_HA1E_24H:G07'],inchikey
BUSPIRONE HYDROCHLORIDE,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,QWCRAEMEVRGPNT-UHFFFAOYSA-N,QWCRAEMEVRGPNT,1,less,BRD-K93461745,['REP.A027_HA1E_24H:L01'],inchikey
CLONIDINE HYDROCHLORIDE,Clc1cccc(Cl)c1NC1=NCCN1,GJSURZIOUXUGAL-UHFFFAOYSA-N,GJSURZIOUXUGAL,1,less,BRD-K98530306,['REP.A025_HA1E_24H:B19'],inchikey
IMIPRAMINE HYDROCHLORIDE,CN(C)CCCN1c2ccccc2CCc2ccccc21,BCGWQEUPMDMJNV-UHFFFAOYSA-N,BCGWQEUPMDMJNV,1,less,BRD-K38436528,['REP.A013_HA1E_24H:E01'],inchikey
BENAZEPRIL HYDROCHLORIDE,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,XPCFTKFZXHTYIP-PMACEKPBSA-N,XPCFTKFZXHTYIP,1,less,BRD-K49807096,['REP.A019_HA1E_24H:M13'],inchikey
LOFEXIDINE HYDROCHLORIDE,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,KSMAGQUYOIHWFS-UHFFFAOYSA-N,KSMAGQUYOIHWFS,1,most,BRD-A02990301,['REP.A012_HA1E_24H:M07'],inchikey
VILAZODONE HYDROCHLORIDE,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,SGEGOXDYSFKCPT-UHFFFAOYSA-N,SGEGOXDYSFKCPT,1,less,BRD-K58010567,['REP.A015_HA1E_24H:H13'],inchikey
ROPINIROLE HYDROCHLORIDE,CCCN(CCC)CCc1cccc2c1CC(=O)N2,UHSKFQJFRQCDBE-UHFFFAOYSA-N,UHSKFQJFRQCDBE,1,most,BRD-K15933101,['REP.A002_HA1E_24H:C01'],inchikey
FLUOXETINE HYDROCHLORIDE,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,RTHCYVBBDHJXIQ,1,most,BRD-A31159102,['REP.A003_HA1E_24H:A13'],inchikey
MEFLOQUINE HYDROCHLORIDE,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,XEEQGYMUWCZPDN-UHFFFAOYSA-N,XEEQGYMUWCZPDN,1,most,BRD-A89585551,['REP.A008_HA1E_24H:P13'],inchikey
DULOXETINE HYDROCHLORIDE,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,ZEUITGRIYCTCEM-KRWDZBQOSA-N,ZEUITGRIYCTCEM,1,less,BRD-K71103788,['REP.A023_HA1E_24H:L13'],inchikey
ACEBUTOLOL HYDROCHLORIDE,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,GOEMGAFJFRBGGG-UHFFFAOYSA-N,GOEMGAFJFRBGGG,1,less,BRD-A29260609,['REP.A001_HA1E_24H:L07'],inchikey
SELEGILINE HYDROCHLORIDE,C#CCN(C)[C@H](C)Cc1ccccc1,MEZLKOACVSPNER-GFCCVEGCSA-N,MEZLKOACVSPNER,1,less,BRD-A28545468,['REP.A001_HA1E_24H:I07'],inchikey
CETIRIZINE HYDROCHLORIDE,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ZKLPARSLTMPFCP-UHFFFAOYSA-N,ZKLPARSLTMPFCP,1,less,BRD-K27184429,['REP.A004_HA1E_24H:O19'],inchikey
CEVIMELINE HYDROCHLORIDE,CC1OC2(CS1)CN1CCC2CC1,WUTYZMFRCNBCHQ-UHFFFAOYSA-N,WUTYZMFRCNBCHQ,1,less,BRD-M98279124,['REP.A008_HA1E_24H:L13'],name_stripped
conivaptan hydrochloride,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,IKENVDNFQMCRTR-UHFFFAOYSA-N,IKENVDNFQMCRTR,1,less,BRD-K37385792,['REP.A013_HA1E_24H:A13'],inchikey
EPIRUBICIN HYDROCHLORIDE,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,AOJJSUZBOXZQNB-VTZDEGQISA-N,AOJJSUZBOXZQNB,1,most,BRD-K56844688,['REP.A015_HA1E_24H:E07'],inchikey
LURASIDONE HYDROCHLORIDE,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,PQXKDMSYBGKCJA-CVTJIBDQSA-N,PQXKDMSYBGKCJA,1,less,BRD-K51143828,['REP.A016_HA1E_24H:A13'],inchikey
SERTRALINE HYDROCHLORIDE,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,VGKDLMBJGBXTGI-SJCJKPOMSA-N,VGKDLMBJGBXTGI,1,most,BRD-K70464547,['REP.A023_HA1E_24H:I01'],inchikey
