query_name,parent_smiles,inchi_key,inchikey_block,cardiotox_label,DICT_Concern,pert_id,sig_ids,match_method
niacin,O=C(O)c1cccnc1,PVNIIMVLHYAWGP-UHFFFAOYSA-N,PVNIIMVLHYAWGP,1,less,BRD-K60237333,['REP.A015_HA1E_24H:M19'],inchikey
DIGOXIN,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,LTMHDMANZUZIPE-PUGKRICDSA-N,LTMHDMANZUZIPE,1,most,BRD-A94756469,['REP.A027_HA1E_24H:E07'],inchikey
DANAZOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,POZRVZJJTULAOH-LHZXLZLDSA-N,POZRVZJJTULAOH,1,less,BRD-A92537424,['REP.A028_HA1E_24H:A19'],inchikey
Aspirin,CC(=O)Oc1ccccc1C(=O)O,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,BSYNRYMUTXBXSQ,0,no,BRD-K11433652,['REP.A005_HA1E_24H:O19'],inchikey
sotalol,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,ZBMZVLHSJCTVON-UHFFFAOYSA-N,ZBMZVLHSJCTVON,1,most,BRD-A33168282,['REP.A003_HA1E_24H:H01'],inchikey
NAPROXEN,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CMWTZPSULFXXJA-VIFPVBQESA-N,CMWTZPSULFXXJA,1,most,BRD-K59197931,['REP.A014_HA1E_24H:F19'],inchikey
ETODOLAC,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,NNYBQONXHNTVIJ-UHFFFAOYSA-N,NNYBQONXHNTVIJ,1,most,BRD-A74667430,['REP.A025_HA1E_24H:J01'],inchikey
PIMOZIDE,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,YVUQSNJEYSNKRX-UHFFFAOYSA-N,YVUQSNJEYSNKRX,1,less,BRD-K01292756,['REP.A012_HA1E_24H:F19'],inchikey
URSODIOL,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,RUDATBOHQWOJDD-UZVSRGJWSA-N,RUDATBOHQWOJDD,0,no,BRD-K43723251,['REP.A007_HA1E_24H:C01'],inchikey
CEFDINIR,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,RTXOFQZKPXMALH-GHXIOONMSA-N,RTXOFQZKPXMALH,1,less,BRD-K15766189,['REP.A002_HA1E_24H:B13'],inchikey
RILUZOLE,Nc1nc2ccc(OC(F)(F)F)cc2s1,FTALBRSUTCGOEG-UHFFFAOYSA-N,FTALBRSUTCGOEG,1,less,BRD-K21283037,['REP.A006_HA1E_24H:H19'],inchikey
Busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O,COVZYZSDYWQREU-UHFFFAOYSA-N,COVZYZSDYWQREU,1,less,BRD-K23204545,['REP.A006_HA1E_24H:M19'],inchikey
RAMIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,HDACQVRGBOVJII-JBDAPHQKSA-N,HDACQVRGBOVJII,1,less,BRD-K89348303,['REP.A026_HA1E_24H:E19'],inchikey
ATENOLOL,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,METKIMKYRPQLGS-UHFFFAOYSA-N,METKIMKYRPQLGS,1,most,BRD-A20239487,['REP.A024_HA1E_24H:B13'],inchikey
Probucol,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,FYPMFJGVHOHGLL-UHFFFAOYSA-N,FYPMFJGVHOHGLL,1,most,BRD-K72029282,['REP.A023_HA1E_24H:M13'],inchikey
ACARBOSE,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,XUFXOAAUWZOOIT-UGEKTDRHSA-N,XUFXOAAUWZOOIT,0,no,BRD-K01621533,['REP.A012_HA1E_24H:H01'],inchikey
ZALEPLON,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,HUNXMJYCHXQEGX-UHFFFAOYSA-N,HUNXMJYCHXQEGX,1,less,BRD-K92657060,['REP.A027_HA1E_24H:B13'],inchikey
DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,AAOVKJBEBIDNHE,1,less,BRD-K16508793,['REP.A002_HA1E_24H:E13'],inchikey
BOSENTAN,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,GJPICJJJRGTNOD-UHFFFAOYSA-N,GJPICJJJRGTNOD,1,less,BRD-K74763371,['REP.A024_HA1E_24H:E01'],inchikey
APIXABAN,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,QNZCBYKSOIHPEH-UHFFFAOYSA-N,QNZCBYKSOIHPEH,1,less,BRD-K67121414,['REP.A018_HA1E_24H:P07'],inchikey
ZILEUTON,CC(c1cc2ccccc2s1)N(O)C(N)=O,MWLSOWXNZPKENC-UHFFFAOYSA-N,MWLSOWXNZPKENC,0,no,BRD-A56359832,['REP.A007_HA1E_24H:O13'],inchikey
PINDOLOL,CC(C)NCC(O)COc1cccc2[nH]ccc12,JZQKKSLKJUAGIC-UHFFFAOYSA-N,JZQKKSLKJUAGIC,1,less,BRD-A97701745,['REP.A025_HA1E_24H:A07'],inchikey
MIGLITOL,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,IBAQFPQHRJAVAV-ULAWRXDQSA-N,IBAQFPQHRJAVAV,0,no,BRD-A63310107,['REP.A018_HA1E_24H:E13'],inchikey
AFATINIB,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,ULXXDDBFHOBEHA-CWDCEQMOSA-N,ULXXDDBFHOBEHA,0,no,BRD-A58767537,['LJP006_HA1E_24H:G19'],inchikey
OLAPARIB,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,FDLYAMZZIXQODN-UHFFFAOYSA-N,FDLYAMZZIXQODN,0,no,BRD-K02113016,"['LJP008_HA1E_24H:D01', 'LJP009_HA1E_24H:P19', 'REP.A012_HA1E_24H:I07']",inchikey
ORLISTAT,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,AHLBNYSZXLDEJQ-FWEHEUNISA-N,AHLBNYSZXLDEJQ,0,no,BRD-K63343048,['REP.A018_HA1E_24H:F13'],inchikey
LACTITOL,OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,VQHSOMBJVWLPSR-JVCRWLNRSA-N,VQHSOMBJVWLPSR,1,less,BRD-A34513497,['REP.A003_HA1E_24H:K13'],inchikey
AVANAFIL,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,WEAJZXNPAWBCOA-INIZCTEOSA-N,WEAJZXNPAWBCOA,1,less,BRD-K65781196,['REP.A018_HA1E_24H:L13'],inchikey
PIROXICAM,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,QYSPLQLAKJAUJT-UHFFFAOYSA-N,QYSPLQLAKJAUJT,1,most,BRD-A57382968,['REP.A014_HA1E_24H:D19'],name_stripped
PRIMIDONE,CCC1(c2ccccc2)C(=O)NCNC1=O,DQMZLTXERSFNPB-UHFFFAOYSA-N,DQMZLTXERSFNPB,0,no,BRD-K32247306,['REP.A003_HA1E_24H:E01'],inchikey
TEMAZEPAM,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,SEQDDYPDSLOBDC-UHFFFAOYSA-N,SEQDDYPDSLOBDC,1,less,BRD-A93093700,['REP.A028_HA1E_24H:D19'],inchikey
MIGLUSTAT,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,UQRORFVVSGFNRO-UTINFBMNSA-N,UQRORFVVSGFNRO,0,no,BRD-K33251802,['REP.A008_HA1E_24H:F01'],inchikey
VALSARTAN,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,ACWBQPMHZXGDFX-QFIPXVFZSA-N,ACWBQPMHZXGDFX,1,less,BRD-K45158365,['REP.A019_HA1E_24H:C01'],inchikey
LETROZOLE,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,HPJKCIUCZWXJDR-UHFFFAOYSA-N,HPJKCIUCZWXJDR,1,less,BRD-K88789588,['REP.A008_HA1E_24H:N13'],inchikey
RAMELTEON,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,YLXDSYKOBKBWJQ,0,no,BRD-K28761891,['REP.A001_HA1E_24H:I19'],inchikey
PHENYTOIN,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,CXOFVDLJLONNDW-UHFFFAOYSA-N,CXOFVDLJLONNDW,1,most,BRD-K55930204,['REP.A015_HA1E_24H:B19'],inchikey
TADALAFIL,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,WOXKDUGGOYFFRN-IIBYNOLFSA-N,WOXKDUGGOYFFRN,1,less,BRD-K93645900,['REP.A028_HA1E_24H:E19'],inchikey
FLUTAMIDE,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,MKXKFYHWDHIYRV-UHFFFAOYSA-N,MKXKFYHWDHIYRV,1,less,BRD-K28307902,['REP.A009_HA1E_24H:A19'],inchikey
ESTRADIOL,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,RSEPBGGWRJCQGY-RBRWEJTLSA-N,RSEPBGGWRJCQGY,1,most,BRD-A18917088,['REP.A006_HA1E_24H:B07'],name_stripped
ALVIMOPAN,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,UPNUIXSCZBYVBB-JVFUWBCBSA-N,UPNUIXSCZBYVBB,1,most,BRD-K07857022,['REP.A027_HA1E_24H:P19'],inchikey
EFAVIRENZ,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,XPOQHMRABVBWPR-ZDUSSCGKSA-N,XPOQHMRABVBWPR,1,most,BRD-K40758068,['REP.A013_HA1E_24H:G19'],inchikey
Adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,OIRDTQYFTABQOQ-KQYNXXCUSA-N,OIRDTQYFTABQOQ,1,most,BRD-K72093121,['REP.A023_HA1E_24H:M19'],inchikey
CLOZAPINE,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,QZUDBNBUXVUHMW-UHFFFAOYSA-N,QZUDBNBUXVUHMW,1,most,BRD-K37289225,['REP.A013_HA1E_24H:A07'],inchikey
CELECOXIB,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,RZEKVGVHFLEQIL-UHFFFAOYSA-N,RZEKVGVHFLEQIL,1,most,BRD-K02637541,['REP.A012_HA1E_24H:L13'],inchikey
STAVUDINE,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,XNKLLVCARDGLGL-JGVFFNPUSA-N,XNKLLVCARDGLGL,0,no,BRD-K93880783,['REP.A027_HA1E_24H:D13'],inchikey
LABETALOL,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,SGUAFYQXFOLMHL-UHFFFAOYSA-N,SGUAFYQXFOLMHL,1,most,BRD-A07440155,['REP.A011_HA1E_24H:N13'],inchikey
Albuterol,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,NDAUXUAQIAJITI-UHFFFAOYSA-N,NDAUXUAQIAJITI,1,most,BRD-K34469523,['REP.A003_HA1E_24H:L07'],inchikey
MARAVIROC,Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,GSNHKUDZZFZSJB-QUMGSSFMSA-N,GSNHKUDZZFZSJB,1,most,BRD-A04352665,['REP.A011_HA1E_24H:C01'],inchikey
AMOXAPINE,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,QWGDMFLQWFTERH-UHFFFAOYSA-N,QWGDMFLQWFTERH,1,less,BRD-K02265150,['REP.A012_HA1E_24H:I13'],inchikey
ETOPOSIDE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,VJJPUSNTGOMMGY-MRVIYFEKSA-N,VJJPUSNTGOMMGY,0,no,BRD-A33280134,['REP.A011_HA1E_24H:P19'],inchikey
IBUPROFEN,CC(C)Cc1ccc(C(C)C(=O)O)cc1,HEFNNWSXXWATRW-UHFFFAOYSA-N,HEFNNWSXXWATRW,1,most,BRD-A17655518,['REP.A002_HA1E_24H:L13'],inchikey
RITONAVIR,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,NCDNCNXCDXHOMX-XGKFQTDJSA-N,NCDNCNXCDXHOMX,1,most,BRD-K51485625,['REP.A007_HA1E_24H:H13'],inchikey
DIAZOXIDE,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,GDLBFKVLRPITMI-UHFFFAOYSA-N,GDLBFKVLRPITMI,1,less,BRD-K73109821,['REP.A023_HA1E_24H:P19'],inchikey
MINOXIDIL,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],ZFMITUMMTDLWHR-UHFFFAOYSA-N,ZFMITUMMTDLWHR,1,most,BRD-K06902185,['REP.A011_HA1E_24H:L07'],inchikey
ENTECAVIR,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,QDGZDCVAUDNJFG-FXQIFTODSA-N,QDGZDCVAUDNJFG,0,no,BRD-K08206212,['REP.A005_HA1E_24H:C01'],inchikey
TOLVAPTAN,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,GYHCTFXIZSNGJT-UHFFFAOYSA-N,GYHCTFXIZSNGJT,1,less,BRD-A82035391,['REP.A022_HA1E_24H:P07'],inchikey
RIFABUTIN,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,ATEBXHFBFRCZMA-VXTBVIBXSA-N,ATEBXHFBFRCZMA,1,less,BRD-K30563334,['REP.A009_HA1E_24H:G01'],name_stripped
Etomidate,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,NPUKDXXFDDZOKR-LLVKDONJSA-N,NPUKDXXFDDZOKR,1,less,BRD-A54880345,['REP.A016_HA1E_24H:O13'],inchikey
CEFOTETAN,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,SRZNHPXWXCNNDU-RHBCBLIFSA-N,SRZNHPXWXCNNDU,0,no,BRD-A78723049,['REP.A024_HA1E_24H:N19'],inchikey
selinexor,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,DEVSOMFAQLZNKR-RJRFIUFISA-N,DEVSOMFAQLZNKR,1,less,BRD-K21361524,['REP.A004_HA1E_24H:E13'],inchikey
IBRUTINIB,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,XYFPWWZEPKGCCK-GOSISDBHSA-N,XYFPWWZEPKGCCK,1,most,BRD-A35869383,['LJP007_HA1E_24H:H07'],inchikey
ACYCLOVIR,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,MKUXAQIIEYXACX-UHFFFAOYSA-N,MKUXAQIIEYXACX,1,no,BRD-K32318651,['REP.A008_HA1E_24H:E01'],inchikey
FELBAMATE,NC(=O)OCC(COC(N)=O)c1ccccc1,WKGXYQFOCVYPAC-UHFFFAOYSA-N,WKGXYQFOCVYPAC,1,less,BRD-K99107520,['REP.A008_HA1E_24H:B07'],inchikey
MELOXICAM,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,ZRVUJXDFFKFLMG,1,most,BRD-A84174393,['REP.A020_HA1E_24H:C01'],name_stripped
ISONIAZID,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N,QRXWMOHMRWLFEY,0,no,BRD-K87202646,['REP.A008_HA1E_24H:L19'],inchikey
SIROLIMUS,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,QFJCIRLUMZQUOT-HPLJOQBZSA-N,QFJCIRLUMZQUOT,1,less,BRD-A79768653,"['LJP006_HA1E_24H:L13', 'LJP007_HA1E_24H:B03', 'LJP008_HA1E_24H:B03', 'LJP009_HA1E_24H:B03', 'REP.A024_HA1E_24H:P19']",inchikey
TORSEMIDE,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,NGBFQHCMQULJNZ-UHFFFAOYSA-N,NGBFQHCMQULJNZ,1,less,BRD-K30480208,['REP.A001_HA1E_24H:O19'],inchikey
SORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,MLDQJTXFUGDVEO-UHFFFAOYSA-N,MLDQJTXFUGDVEO,1,most,BRD-K23984367,"['LJP006_HA1E_24H:B07', 'REP.A006_HA1E_24H:P01']",inchikey
Tolcapone,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,MIQPIUSUKVNLNT-UHFFFAOYSA-N,MIQPIUSUKVNLNT,1,less,BRD-K10852020,['REP.A005_HA1E_24H:K19'],inchikey
OXAPROZIN,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,OFPXSFXSNFPTHF-UHFFFAOYSA-N,OFPXSFXSNFPTHF,1,most,BRD-K25394294,['REP.A001_HA1E_24H:B19'],inchikey
NILOTINIB,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,HHZIURLSWUIHRB-UHFFFAOYSA-N,HHZIURLSWUIHRB,1,most,BRD-K81528515,"['LJP005_HA1E_24H:N13', 'REP.A021_HA1E_24H:C13']",inchikey
RIFAXIMIN,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,NZCRJKRKKOLAOJ-XRCRFVBUSA-N,NZCRJKRKKOLAOJ,0,no,BRD-A62879835,['REP.A017_HA1E_24H:E19'],inchikey
GLASDEGIB,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,SFNSLLSYNZWZQG-VQIMIIECSA-N,SFNSLLSYNZWZQG,1,most,BRD-K34341643,['REP.A003_HA1E_24H:L01'],inchikey
ivacaftor,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,PURKAOJPTOLRMP-UHFFFAOYSA-N,PURKAOJPTOLRMP,0,no,BRD-K52818472,['REP.A016_HA1E_24H:F19'],inchikey
MARIBAVIR,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,KJFBVJALEQWJBS-XUXIUFHCSA-N,KJFBVJALEQWJBS,0,no,BRD-K59524082,['REP.A014_HA1E_24H:G07'],inchikey
dasatinib,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,ZBNZXTGUTAYRHI,1,most,BRD-K49328571,"['LJP005_HA1E_24H:D01', 'LJP006_HA1E_24H:I01', 'LJP007_HA1E_24H:G13', 'LJP008_HA1E_24H:G13', 'LJP009_HA1E_24H:G13', 'REP.A019_HA1E_24H:L13']",inchikey
UREA C-13,NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N,XSQUKJJJFZCRTK,0,no,BRD-K88052444,['REP.A008_HA1E_24H:M13'],inchikey
GEFITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,XGALLCVXEZPNRQ-UHFFFAOYSA-N,XGALLCVXEZPNRQ,0,no,BRD-K64052750,"['LJP006_HA1E_24H:N07', 'REP.A018_HA1E_24H:H13']",inchikey
RIOCIGUAT,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,WXXSNCNJFUAIDG-UHFFFAOYSA-N,WXXSNCNJFUAIDG,1,less,BRD-K84783599,['REP.A021_HA1E_24H:L07'],inchikey
Cisapride,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,DCSUBABJRXZOMT-UHFFFAOYSA-N,DCSUBABJRXZOMT,1,most,BRD-A12896037,['REP.A010_HA1E_24H:F01'],inchikey
Sertindole,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,GZKLJWGUPQBVJQ-UHFFFAOYSA-N,GZKLJWGUPQBVJQ,1,most,BRD-K69116396,['REP.A023_HA1E_24H:E19'],inchikey
Mibefradil,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,HBNPJJILLOYFJU-VMPREFPWSA-N,HBNPJJILLOYFJU,1,most,BRD-K09549677,['REP.A005_HA1E_24H:I07'],inchikey
Etoricoxib,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,MNJVRJDLRVPLFE-UHFFFAOYSA-N,MNJVRJDLRVPLFE,1,most,BRD-K54770957,['REP.A016_HA1E_24H:K01'],inchikey
Benfluorex,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1,CJAVTWRYCDNHSM-UHFFFAOYSA-N,CJAVTWRYCDNHSM,1,most,BRD-A22305049,['REP.A006_HA1E_24H:L07'],inchikey
Buflomedil,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,OWYLAEYXIQKAOL-UHFFFAOYSA-N,OWYLAEYXIQKAOL,1,most,BRD-K19462402,['REP.A006_HA1E_24H:C13'],inchikey
SUFENTANIL,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,GGCSSNBKKAUURC-UHFFFAOYSA-N,GGCSSNBKKAUURC,1,less,BRD-K21547160,['REP.A006_HA1E_24H:I01'],inchikey
ETRAVIRINE,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,PYGWGZALEOIKDF-UHFFFAOYSA-N,PYGWGZALEOIKDF,1,less,BRD-K74717603,['REP.A025_HA1E_24H:I07'],inchikey
IDELALISIB,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,IFSDAJWBUCMOAH-HNNXBMFYSA-N,IFSDAJWBUCMOAH,0,no,BRD-K60866521,"['LJP007_HA1E_24H:P01', 'REP.A014_HA1E_24H:I01']",inchikey
macitentan,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,JGCMEBMXRHSZKX-UHFFFAOYSA-N,JGCMEBMXRHSZKX,1,less,BRD-K48812570,['REP.A020_HA1E_24H:P01'],inchikey
VANDETANIB,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,UHTHHESEBZOYNR-UHFFFAOYSA-N,UHTHHESEBZOYNR,1,most,BRD-K77625799,"['LJP007_HA1E_24H:P13', 'REP.A025_HA1E_24H:K19']",inchikey
ZONISAMIDE,NS(=O)(=O)Cc1noc2ccccc12,UBQNRHZMVUUOMG-UHFFFAOYSA-N,UBQNRHZMVUUOMG,1,less,BRD-K48300629,['REP.A019_HA1E_24H:J07'],inchikey
APREPITANT,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,ATALOFNDEOCMKK-OITMNORJSA-N,ATALOFNDEOCMKK,1,less,BRD-K65170927,['REP.A018_HA1E_24H:K01'],inchikey
LAMIVUDINE,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,JTEGQNOMFQHVDC-NKWVEPMBSA-N,JTEGQNOMFQHVDC,0,no,BRD-K02992638,['REP.A012_HA1E_24H:N07'],inchikey
CARVEDILOL,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,OGHNVEJMJSYVRP-UHFFFAOYSA-N,OGHNVEJMJSYVRP,1,most,BRD-A10977446,['REP.A005_HA1E_24H:N07'],inchikey
CITALOPRAM,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,WSEQXVZVJXJVFP-UHFFFAOYSA-N,WSEQXVZVJXJVFP,1,less,BRD-K70301876,['REP.A023_HA1E_24H:H19'],inchikey
bortezomib,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,GXJABQQUPOEUTA-RDJZCZTQSA-N,GXJABQQUPOEUTA,1,most,BRD-K88510285,['REP.A026_HA1E_24H:D13'],inchikey
